Temperature,Rainfall,Humidity,Moisture,Potassium,Phosphorus,Crop
18,88,37,314,292,28,chile
25,253,74,415,212,184,Rice
15,144,79,592,234,251,Tomato
23,52,54,413,331,283,Wheat
14,48,60,415,426,406,Barley
20,120,33,381,262,44,chile
23,241,73,391,56,61,Rice
14,121,86,531,249,197,Tomato
24,99,54,424,237,273,Wheat
18,41,65,380,339,415,Barley
18,109,38,391,263,42,chile
21,313,78,388,187,193,Rice
15,132,88,602,276,257,Tomato
21,47,60,407,263,218,Wheat
5,43,66,380,324,269,Barley
21,87,31,367,229,42,chile
22,344,69,406,168,106,Rice
14,76,86,593,255,257,Tomato
21,66,53,441,377,243,Wheat
16,41,68,399,280,365,Barley
25,102,33,331,250,33,chile
27,311,72,411,164,313,Rice
14,145,80,453,218,29,Tomato
23,49,56,426,285,229,Wheat
15,41,70,382,336,309,Barley
20,80,39,318,307,30,chile
21,238,65,404,126,195,Rice
15,132,75,554,190,31,Tomato
23,31,59,418,144,288,Wheat
13,42,70,418,386,284,Barley
23,84,40,382,287,17,chile
26,208,76,430,97,192,Rice
15,113,81,461,275,71,Tomato
21,34,56,402,196,205,Wheat
27,43,67,395,432,280,Barley
26,108,36,393,313,33,chile
24,298,63,421,61,206,Rice
14,129,86,649,268,344,Tomato
23,99,52,421,120,220,Wheat
7,43,60,413,418,245,Barley
22,85,37,365,251,22,chile
27,229,63,400,261,298,Rice
13,62,85,586,203,158,Tomato
23,33,54,402,214,210,Wheat
14,48,60,426,379,395,Barley
25,108,33,321,228,36,chile
25,186,61,407,98,136,Rice
14,109,90,644,243,218,Tomato
23,88,50,410,142,226,Wheat
6,41,65,412,361,391,Barley
24,105,36,308,218,32,chile
26,283,69,408,238,212,Rice
13,100,77,552,288,207,Tomato
22,41,57,449,322,233,Wheat
8,43,65,424,344,431,Barley
20,117,39,318,263,39,chile
24,324,67,428,71,275,Rice
16,119,88,542,201,155,Tomato
24,58,60,432,128,221,Wheat
22,45,62,401,324,400,Barley
22,91,40,399,293,39,chile
24,210,71,384,77,309,Rice
16,150,75,458,258,89,Tomato
23,67,50,410,215,207,Wheat
7,46,63,406,330,331,Barley
21,85,38,328,231,32,chile
25,183,76,384,224,226,Rice
16,131,82,514,228,234,Tomato
24,80,57,410,364,259,Wheat
16,50,66,406,362,410,Barley
24,106,30,396,269,24,chile
22,337,79,419,224,262,Rice
14,129,77,555,253,153,Tomato
24,46,53,441,383,200,Wheat
21,45,62,388,319,420,Barley
25,107,37,369,279,44,chile
21,250,61,411,109,266,Rice
13,92,77,617,246,43,Tomato
24,79,60,439,173,243,Wheat
24,39,62,418,434,338,Barley
20,112,32,327,309,28,chile
27,285,66,418,234,150,Rice
14,136,83,592,231,114,Tomato
21,70,55,417,241,271,Wheat
9,43,66,400,412,341,Barley
22,104,34,378,191,30,chile
27,312,73,396,211,129,Rice
14,137,76,527,248,166,Tomato
24,60,51,435,370,227,Wheat
23,50,66,390,350,271,Barley
23,85,32,340,242,24,chile
24,319,75,397,234,273,Rice
16,104,78,471,221,326,Tomato
22,46,55,432,372,254,Wheat
12,50,61,392,325,384,Barley
23,97,37,391,294,27,chile
23,261,67,408,127,129,Rice
16,63,86,495,256,267,Tomato
21,73,60,410,103,214,Wheat
15,42,69,402,450,261,Barley
20,83,36,346,261,39,chile
24,279,63,402,196,236,Rice
16,83,86,544,293,355,Tomato
21,53,59,427,113,291,Wheat
26,47,67,400,366,415,Barley
20,94,32,366,194,43,chile
23,232,79,404,162,97,Rice
14,132,76,502,292,87,Tomato
22,75,59,411,154,206,Wheat
8,39,64,430,329,290,Barley
25,118,34,393,279,38,chile
27,273,64,415,62,92,Rice
13,93,81,567,267,108,Tomato
21,55,53,412,124,284,Wheat
12,50,64,390,296,362,Barley
21,90,31,334,301,35,chile
25,272,63,397,72,274,Rice
14,119,78,506,212,102,Tomato
23,75,59,446,189,211,Wheat
26,44,65,404,421,364,Barley
19,115,33,304,208,36,chile
27,176,80,388,100,81,Rice
16,101,82,498,233,313,Tomato
21,59,58,412,219,211,Wheat
6,43,61,388,423,395,Barley
18,93,40,300,192,27,chile
24,331,70,422,227,185,Rice
13,114,86,516,281,253,Tomato
21,33,51,412,195,276,Wheat
10,40,64,417,294,390,Barley
24,91,31,369,304,35,chile
23,196,62,414,263,221,Rice
13,114,78,539,235,136,Tomato
23,84,54,428,319,291,Wheat
26,44,61,426,421,252,Barley
25,119,34,399,260,43,chile
26,275,60,399,226,317,Rice
16,95,79,454,213,125,Tomato
22,38,57,428,381,269,Wheat
25,45,60,385,293,321,Barley
25,107,32,399,312,39,chile
25,183,68,428,64,94,Rice
16,138,86,509,274,140,Tomato
22,35,52,422,360,241,Wheat
27,45,68,410,442,402,Barley
18,89,31,361,315,46,chile
22,199,78,406,154,72,Rice
16,107,76,596,226,53,Tomato
23,86,56,439,161,270,Wheat
8,41,61,429,385,381,Barley
18,115,40,363,227,26,chile
23,176,64,428,117,310,Rice
13,60,87,501,243,165,Tomato
24,78,60,438,387,203,Wheat
5,42,65,428,345,226,Barley
21,85,30,396,268,28,chile
23,229,70,392,193,109,Rice
16,114,89,522,191,311,Tomato
23,100,53,438,353,212,Wheat
27,48,69,409,284,263,Barley
20,114,33,305,224,31,chile
27,201,68,392,172,152,Rice
13,105,75,560,235,237,Tomato
22,60,57,445,352,273,Wheat
14,47,70,412,357,423,Barley
20,85,40,387,328,24,chile
25,309,74,392,211,274,Rice
14,76,89,638,208,40,Tomato
22,61,52,418,288,227,Wheat
19,39,70,390,368,228,Barley
25,117,31,353,286,24,chile
24,324,75,386,219,232,Rice
16,78,85,456,232,268,Tomato
22,71,57,445,176,210,Wheat
24,45,68,419,416,373,Barley
24,90,36,366,198,23,chile
23,208,64,401,119,134,Rice
15,127,85,470,194,233,Tomato
24,64,51,411,196,288,Wheat
17,45,60,426,449,360,Barley
22,115,39,364,289,36,chile
25,227,67,383,74,181,Rice
15,139,80,507,199,140,Tomato
22,79,50,446,186,286,Wheat
21,48,67,414,340,386,Barley
21,90,31,340,325,43,chile
26,347,64,399,111,121,Rice
14,132,87,559,238,164,Tomato
21,43,52,426,234,250,Wheat
6,41,69,409,281,364,Barley
20,93,38,334,260,18,chile
22,176,61,414,166,198,Rice
16,150,83,610,245,290,Tomato
21,61,52,406,380,200,Wheat
19,43,68,422,322,238,Barley
25,80,34,332,263,17,chile
24,251,60,416,125,328,Rice
15,139,83,551,188,263,Tomato
23,84,51,438,330,249,Wheat
7,50,61,405,409,386,Barley
26,91,35,306,266,32,chile
25,289,62,408,139,276,Rice
13,73,84,571,204,198,Tomato
24,45,60,433,141,275,Wheat
9,39,69,391,380,316,Barley
25,115,38,331,230,23,chile
21,286,67,430,232,72,Rice
13,117,78,454,265,88,Tomato
23,89,58,407,118,199,Wheat
27,50,63,418,297,363,Barley
20,113,39,398,227,24,chile
27,218,69,400,173,120,Rice
13,74,90,518,210,276,Tomato
22,37,56,441,132,196,Wheat
5,44,60,411,349,384,Barley
25,116,35,349,296,21,chile
21,295,63,384,250,247,Rice
16,145,76,616,227,219,Tomato
24,96,60,404,157,197,Wheat
11,41,67,393,446,307,Barley
23,104,32,332,306,18,chile
27,254,71,397,203,78,Rice
13,91,77,528,276,344,Tomato
21,75,56,406,173,233,Wheat
8,44,68,425,446,428,Barley
24,91,40,346,201,38,chile
23,331,62,421,67,62,Rice
14,130,84,598,220,68,Tomato
22,86,53,421,336,229,Wheat
11,47,60,404,434,411,Barley
24,80,39,309,268,33,chile
22,309,79,416,145,128,Rice
16,63,86,453,197,314,Tomato
24,79,56,450,360,272,Wheat
19,42,62,419,443,393,Barley
23,115,38,369,196,41,chile
25,250,62,412,150,316,Rice
15,91,83,639,207,35,Tomato
24,61,58,404,121,200,Wheat
26,43,60,421,350,223,Barley
26,100,40,365,240,41,chile
27,224,70,387,175,327,Rice
15,130,79,486,289,172,Tomato
22,39,50,424,124,226,Wheat
22,47,64,382,388,224,Barley
25,94,35,358,315,32,chile
26,184,65,387,154,326,Rice
14,73,88,569,288,121,Tomato
24,81,58,420,180,241,Wheat
14,39,64,420,394,253,Barley
22,97,35,374,304,27,chile
24,232,60,394,208,93,Rice
15,122,80,469,203,184,Tomato
23,83,53,410,136,230,Wheat
14,44,60,402,400,417,Barley
26,117,37,340,233,27,chile
23,216,73,392,91,179,Rice
16,141,87,486,277,310,Tomato
23,92,53,403,271,202,Wheat
11,50,70,392,352,411,Barley
18,111,36,388,338,43,chile
25,256,74,427,216,263,Rice
14,84,88,608,291,317,Tomato
23,64,50,406,305,252,Wheat
7,46,66,421,386,402,Barley
21,101,34,346,279,30,chile
24,182,76,429,173,254,Rice
16,149,87,481,219,100,Tomato
23,82,58,417,244,232,Wheat
27,47,62,425,336,368,Barley
24,89,31,315,211,33,chile
27,248,67,404,186,137,Rice
15,124,88,616,214,341,Tomato
23,34,53,424,390,240,Wheat
23,42,62,386,411,222,Barley
22,114,32,346,188,20,chile
27,341,78,430,209,162,Rice
13,119,84,595,222,355,Tomato
24,79,51,421,383,239,Wheat
17,46,68,419,444,322,Barley
23,118,39,329,337,32,chile
26,309,73,390,106,154,Rice
16,125,79,517,228,323,Tomato
22,52,54,437,163,205,Wheat
21,47,69,422,361,315,Barley
19,103,33,394,270,38,chile
26,299,77,391,212,161,Rice
16,136,85,560,193,327,Tomato
22,88,59,415,294,253,Wheat
7,43,68,417,304,255,Barley
26,99,31,324,200,23,chile
22,184,66,412,120,233,Rice
13,112,89,476,261,214,Tomato
23,84,53,425,128,289,Wheat
6,43,65,425,363,292,Barley
20,109,38,390,301,28,chile
21,245,74,387,241,294,Rice
16,93,77,647,240,70,Tomato
24,99,50,408,269,227,Wheat
19,47,65,405,446,244,Barley
21,99,36,381,322,44,chile
23,306,60,394,190,142,Rice
14,81,83,546,260,237,Tomato
24,99,60,405,202,249,Wheat
7,43,64,407,320,352,Barley
21,90,34,329,273,25,chile
22,321,64,384,205,176,Rice
15,94,81,487,235,173,Tomato
21,66,53,417,141,199,Wheat
20,46,68,387,320,415,Barley
26,104,38,352,225,23,chile
26,237,76,398,254,112,Rice
14,98,84,597,243,303,Tomato
24,98,53,407,305,200,Wheat
11,44,60,407,431,345,Barley
19,112,34,366,318,44,chile
21,278,72,415,94,129,Rice
14,114,88,627,253,44,Tomato
22,45,53,404,281,194,Wheat
10,43,64,388,328,365,Barley
18,101,35,381,331,30,chile
22,261,72,402,72,159,Rice
14,150,82,631,244,120,Tomato
23,57,53,409,294,234,Wheat
10,50,66,410,332,335,Barley
19,84,31,379,332,20,chile
26,208,74,396,247,92,Rice
16,81,78,636,230,97,Tomato
23,53,59,448,268,216,Wheat
20,43,70,420,360,422,Barley
22,83,33,301,190,19,chile
22,214,67,384,266,276,Rice
15,90,82,518,269,73,Tomato
24,98,50,415,113,237,Wheat
7,45,62,402,366,403,Barley
26,91,36,381,340,40,chile
26,304,77,427,221,127,Rice
13,140,87,523,244,315,Tomato
21,53,58,419,293,267,Wheat
18,50,69,414,347,329,Barley
19,93,31,301,286,34,chile
25,349,63,407,112,273,Rice
16,138,88,488,223,274,Tomato
24,53,55,445,203,221,Wheat
17,41,60,418,297,222,Barley
22,103,30,311,329,18,chile
24,257,63,413,172,113,Rice
16,104,77,587,249,180,Tomato
21,30,57,437,341,247,Wheat
5,44,60,397,359,429,Barley
18,98,31,391,256,40,chile
26,234,62,424,255,256,Rice
14,61,76,641,252,224,Tomato
22,33,54,418,286,200,Wheat
22,48,62,406,439,283,Barley
20,107,34,390,303,19,chile
22,228,74,427,253,134,Rice
15,135,82,554,237,117,Tomato
23,74,55,438,164,247,Wheat
5,42,61,421,320,351,Barley
26,119,31,322,327,38,chile
21,213,68,426,202,251,Rice
15,107,79,463,204,270,Tomato
21,53,53,419,251,258,Wheat
24,46,70,388,425,267,Barley
25,104,33,394,290,19,chile
25,216,64,422,268,260,Rice
14,148,83,518,236,177,Tomato
23,92,56,410,196,267,Wheat
6,46,60,409,429,366,Barley
24,113,30,340,192,44,chile
25,177,73,405,153,310,Rice
16,77,87,486,251,208,Tomato
24,63,54,420,175,257,Wheat
25,45,62,405,285,385,Barley
24,96,30,304,211,35,chile
23,280,65,426,153,105,Rice
14,69,76,529,255,61,Tomato
24,47,57,405,307,280,Wheat
14,49,70,428,301,304,Barley
20,110,33,377,204,20,chile
21,295,73,388,213,217,Rice
15,75,77,550,229,186,Tomato
22,52,59,406,361,273,Wheat
7,39,69,404,384,349,Barley
24,85,33,367,329,45,chile
21,327,72,400,73,228,Rice
13,94,77,638,191,93,Tomato
23,51,58,421,114,203,Wheat
22,45,66,415,340,306,Barley
25,114,38,332,257,24,chile
24,195,76,429,240,316,Rice
13,123,75,515,232,351,Tomato
24,68,52,413,101,207,Wheat
22,41,62,412,286,255,Barley
22,110,40,336,301,21,chile
25,281,70,405,62,152,Rice
13,60,88,494,279,184,Tomato
21,57,54,418,212,279,Wheat
11,39,60,411,378,268,Barley
24,85,36,397,338,38,chile
27,347,63,428,93,246,Rice
16,133,87,526,218,259,Tomato
21,36,56,410,250,286,Wheat
10,40,60,402,349,331,Barley
25,99,39,369,294,34,chile
23,347,65,388,265,316,Rice
15,88,81,616,293,340,Tomato
23,57,53,433,256,220,Wheat
13,41,65,394,426,389,Barley
24,118,32,365,339,27,chile
27,187,60,430,101,148,Rice
14,94,86,608,209,261,Tomato
24,48,57,423,272,241,Wheat
14,39,65,422,290,433,Barley
24,88,39,323,240,21,chile
21,183,71,389,166,314,Rice
14,92,90,519,268,252,Tomato
21,74,52,426,133,250,Wheat
17,40,60,423,343,243,Barley
21,95,40,349,332,26,chile
22,257,60,400,168,96,Rice
14,102,80,523,248,217,Tomato
24,46,51,434,392,207,Wheat
15,44,60,410,320,410,Barley
26,117,32,349,337,28,chile
25,279,63,415,258,206,Rice
14,102,90,575,253,101,Tomato
23,95,53,419,238,255,Wheat
12,44,68,416,356,233,Barley
21,94,36,395,311,20,chile
24,343,79,387,257,72,Rice
16,66,88,557,259,176,Tomato
24,47,58,407,175,288,Wheat
23,45,60,403,362,343,Barley
20,101,32,387,321,44,chile
27,335,80,416,58,61,Rice
16,123,87,609,190,108,Tomato
23,41,59,429,174,226,Wheat
13,39,61,392,292,305,Barley
22,94,33,399,244,25,chile
22,277,64,418,88,252,Rice
13,70,81,473,270,251,Tomato
21,53,60,418,353,223,Wheat
22,43,69,380,422,231,Barley
19,98,32,395,267,32,chile
22,258,80,401,74,104,Rice
15,89,89,554,200,114,Tomato
23,83,54,413,174,233,Wheat
16,45,65,380,390,410,Barley
26,90,39,398,302,31,chile
27,240,80,397,118,333,Rice
16,63,86,587,291,225,Tomato
23,84,56,428,173,274,Wheat
16,42,67,413,410,438,Barley
23,107,38,325,201,34,chile
22,205,73,394,159,215,Rice
13,143,87,540,290,123,Tomato
21,99,50,404,223,243,Wheat
13,45,69,425,332,414,Barley
22,80,32,325,309,28,chile
22,257,64,416,87,273,Rice
15,129,77,575,259,144,Tomato
21,67,54,403,219,211,Wheat
27,50,68,429,331,367,Barley
21,88,36,385,193,42,chile
21,313,79,422,245,57,Rice
15,82,88,643,201,122,Tomato
22,99,58,445,271,244,Wheat
15,44,67,407,345,383,Barley
25,86,33,398,336,31,chile
26,304,76,397,217,57,Rice
16,69,78,516,219,224,Tomato
22,46,52,447,270,215,Wheat
21,49,64,404,380,240,Barley
21,100,30,359,340,46,chile
25,300,79,403,249,304,Rice
16,149,85,536,209,30,Tomato
24,76,58,419,264,281,Wheat
12,49,65,427,426,363,Barley
19,91,37,387,340,27,chile
22,282,77,417,136,288,Rice
15,133,86,625,290,83,Tomato
23,72,53,448,368,224,Wheat
9,39,70,424,281,336,Barley
18,119,33,357,332,43,chile
22,286,76,394,182,144,Rice
14,141,88,549,189,337,Tomato
24,49,57,419,116,291,Wheat
18,48,65,420,343,393,Barley
23,103,38,382,210,25,chile
21,299,77,422,163,322,Rice
15,69,77,572,266,54,Tomato
24,86,52,446,377,227,Wheat
16,41,63,394,350,353,Barley
24,113,30,378,218,42,chile
26,285,75,390,85,290,Rice
16,77,76,546,213,31,Tomato
21,99,56,449,382,287,Wheat
10,43,66,418,401,383,Barley
19,101,40,393,214,20,chile
23,277,76,407,204,97,Rice
15,121,78,629,286,96,Tomato
21,74,58,434,276,263,Wheat
15,44,61,406,401,415,Barley
20,90,30,303,235,46,chile
21,222,72,383,115,218,Rice
15,136,78,594,222,102,Tomato
23,75,52,442,330,226,Wheat
16,42,62,425,410,308,Barley
21,115,34,320,293,19,chile
26,277,67,397,158,77,Rice
14,126,81,548,200,213,Tomato
21,96,59,438,359,206,Wheat
5,50,66,394,303,323,Barley
19,99,40,355,188,39,chile
26,179,75,383,96,157,Rice
13,70,85,472,261,96,Tomato
21,67,59,420,275,291,Wheat
11,46,65,382,433,326,Barley
19,106,39,400,292,33,chile
21,216,73,406,63,117,Rice
15,81,84,465,191,225,Tomato
21,80,50,407,295,214,Wheat
14,45,67,429,340,221,Barley
22,98,32,300,335,19,chile
25,276,76,398,62,86,Rice
14,112,78,514,190,347,Tomato
24,75,59,436,278,214,Wheat
24,40,61,414,287,252,Barley
18,99,34,370,274,41,chile
24,269,63,390,214,204,Rice
13,86,77,568,217,169,Tomato
23,56,51,441,140,214,Wheat
18,42,64,387,360,382,Barley
18,102,34,393,263,40,chile
26,270,69,396,67,98,Rice
15,104,77,518,262,127,Tomato
24,42,56,422,362,291,Wheat
20,43,64,399,328,292,Barley
26,87,36,397,236,30,chile
27,215,74,416,183,303,Rice
13,136,89,584,279,351,Tomato
24,54,50,438,376,269,Wheat
23,41,69,401,396,261,Barley
25,87,33,367,324,17,chile
22,200,66,400,79,170,Rice
14,99,90,479,238,176,Tomato
22,51,55,438,387,249,Wheat
18,42,62,430,350,410,Barley
22,90,33,399,235,37,chile
21,202,76,396,229,260,Rice
16,115,83,623,275,91,Tomato
24,44,54,437,211,194,Wheat
27,41,63,418,324,428,Barley
21,94,35,346,310,40,chile
25,335,69,402,151,245,Rice
15,82,89,513,221,74,Tomato
22,52,56,437,311,283,Wheat
24,45,67,395,394,295,Barley
23,109,33,302,252,33,chile
23,272,77,394,58,238,Rice
15,70,90,614,285,327,Tomato
22,96,53,444,276,288,Wheat
13,48,65,386,430,363,Barley
20,88,36,368,283,18,chile
25,200,63,416,259,277,Rice
16,78,77,604,205,72,Tomato
24,45,58,425,131,238,Wheat
16,42,69,411,436,409,Barley
26,106,30,397,196,22,chile
27,247,64,428,227,199,Rice
14,94,79,470,263,356,Tomato
21,84,57,442,247,210,Wheat
12,42,67,408,315,387,Barley
21,100,30,311,269,33,chile
22,324,77,413,169,85,Rice
14,139,88,540,264,125,Tomato
24,35,54,430,327,239,Wheat
5,40,63,398,408,271,Barley
23,81,34,380,226,43,chile
26,293,78,391,179,207,Rice
13,96,84,467,190,174,Tomato
21,51,60,449,140,216,Wheat
15,44,62,411,427,322,Barley
23,120,32,327,248,46,chile
21,333,68,400,214,288,Rice
14,64,90,535,253,297,Tomato
23,40,57,416,228,199,Wheat
5,50,66,382,300,391,Barley
24,101,32,383,242,37,chile
21,318,76,389,177,290,Rice
13,148,90,618,271,139,Tomato
21,37,51,416,210,286,Wheat
25,49,60,404,306,357,Barley
19,111,32,314,227,23,chile
27,327,70,402,105,153,Rice
16,90,75,486,287,350,Tomato
24,82,57,426,123,196,Wheat
26,50,62,403,367,252,Barley
22,99,39,395,255,26,chile
25,297,73,391,143,155,Rice
14,61,75,570,288,115,Tomato
23,57,56,438,164,242,Wheat
18,47,63,381,361,280,Barley
19,82,31,376,202,26,chile
23,289,68,401,142,92,Rice
15,74,75,464,227,311,Tomato
23,85,59,442,100,241,Wheat
7,43,69,404,360,235,Barley
26,116,30,373,320,27,chile
21,332,61,402,76,104,Rice
14,92,85,534,284,57,Tomato
22,42,58,427,231,262,Wheat
9,42,68,386,344,332,Barley
21,104,37,397,233,43,chile
22,214,60,420,228,77,Rice
16,113,77,557,188,128,Tomato
21,34,57,430,213,227,Wheat
27,43,64,395,289,293,Barley
21,112,40,389,315,45,chile
27,192,71,392,241,166,Rice
16,142,84,563,281,203,Tomato
21,65,51,449,372,263,Wheat
19,39,66,403,358,342,Barley
26,116,38,385,195,25,chile
26,237,68,429,65,161,Rice
16,63,75,463,249,28,Tomato
21,78,58,420,356,197,Wheat
10,39,64,389,319,372,Barley
24,106,34,332,330,18,chile
22,203,75,420,168,225,Rice
13,112,90,521,253,137,Tomato
24,77,55,421,166,212,Wheat
16,39,60,385,322,266,Barley
24,110,30,350,300,38,chile
21,270,77,415,63,201,Rice
13,102,84,612,198,40,Tomato
21,89,59,442,389,268,Wheat
18,46,66,421,375,227,Barley
20,97,34,326,267,41,chile
25,338,78,418,169,294,Rice
14,101,80,554,196,285,Tomato
23,96,50,442,326,289,Wheat
22,45,61,428,391,431,Barley
19,90,33,367,223,34,chile
25,221,63,413,185,61,Rice
14,76,77,642,202,238,Tomato
24,62,59,420,320,199,Wheat
18,49,65,411,333,346,Barley
24,85,31,371,198,31,chile
22,350,75,386,64,267,Rice
13,62,83,646,280,186,Tomato
24,51,57,411,219,243,Wheat
6,43,68,390,416,308,Barley
23,109,32,317,324,28,chile
26,225,62,422,87,135,Rice
13,117,76,641,228,219,Tomato
22,58,50,408,121,203,Wheat
13,43,70,382,329,304,Barley
22,82,30,346,190,25,chile
22,335,60,400,113,76,Rice
15,63,89,532,224,154,Tomato
22,92,52,422,184,282,Wheat
26,47,65,405,286,250,Barley
26,87,35,347,284,33,chile
26,209,69,388,151,168,Rice
14,150,75,628,218,141,Tomato
23,47,60,412,385,286,Wheat
9,39,63,385,336,368,Barley
26,107,31,321,286,26,chile
25,199,69,388,257,259,Rice
16,150,88,650,207,115,Tomato
21,98,51,420,207,237,Wheat
11,47,66,429,356,241,Barley
23,104,31,321,316,28,chile
25,220,67,418,121,320,Rice
14,139,78,604,275,312,Tomato
24,85,55,418,299,200,Wheat
21,42,61,421,357,327,Barley
18,80,31,362,328,27,chile
27,303,64,427,78,309,Rice
15,104,89,641,251,183,Tomato
23,73,52,423,287,205,Wheat
5,47,68,398,434,346,Barley
21,111,40,338,243,20,chile
27,200,60,414,87,302,Rice
16,103,84,492,280,240,Tomato
24,53,50,448,165,230,Wheat
25,46,61,402,400,367,Barley
22,101,36,341,298,43,chile
23,243,64,400,146,243,Rice
13,67,77,510,272,211,Tomato
23,79,50,410,186,285,Wheat
12,48,60,419,327,289,Barley
25,95,30,331,294,37,chile
23,280,66,397,57,208,Rice
14,138,87,599,263,206,Tomato
23,35,52,404,364,234,Wheat
19,44,69,421,389,227,Barley
23,85,31,307,333,45,chile
26,296,60,417,255,163,Rice
13,62,79,599,240,35,Tomato
21,62,60,425,153,252,Wheat
20,42,67,418,413,231,Barley
20,119,34,375,324,23,chile
27,316,69,424,188,126,Rice
15,134,84,625,192,117,Tomato
23,34,54,405,170,276,Wheat
22,46,65,402,417,304,Barley
21,103,37,375,340,46,chile
24,316,80,403,259,115,Rice
13,94,80,465,208,181,Tomato
22,32,51,436,384,212,Wheat
9,45,65,414,363,397,Barley
22,109,37,383,253,46,chile
21,311,76,430,134,91,Rice
15,73,88,550,206,143,Tomato
23,49,60,416,148,200,Wheat
5,43,60,421,306,391,Barley
24,89,32,324,291,22,chile
25,296,65,392,232,143,Rice
16,129,89,601,285,187,Tomato
21,75,50,433,327,211,Wheat
12,42,61,421,352,291,Barley
19,88,36,310,232,36,chile
26,259,60,400,128,306,Rice
16,100,88,603,190,91,Tomato
22,46,60,442,327,253,Wheat
7,46,63,393,389,339,Barley
19,90,36,315,193,33,chile
21,184,61,401,139,218,Rice
13,131,90,579,275,233,Tomato
22,95,56,435,338,252,Wheat
18,45,63,429,400,315,Barley
23,85,37,348,315,26,chile
23,302,64,424,211,221,Rice
15,65,80,499,256,45,Tomato
23,74,53,411,132,206,Wheat
17,45,69,384,448,244,Barley
20,109,30,357,300,38,chile
24,212,75,396,218,194,Rice
14,73,79,639,273,314,Tomato
21,49,55,411,198,227,Wheat
7,41,69,416,371,321,Barley
24,92,38,333,340,44,chile
26,334,74,421,81,236,Rice
13,89,86,543,280,226,Tomato
21,65,60,427,377,248,Wheat
8,40,68,394,360,337,Barley
21,81,36,362,313,22,chile
23,272,60,410,207,205,Rice
14,95,78,512,208,96,Tomato
22,94,57,437,155,238,Wheat
6,42,69,415,436,247,Barley
25,94,31,348,273,17,chile
25,303,63,394,232,260,Rice
16,86,80,548,249,177,Tomato
22,53,51,423,100,209,Wheat
21,42,64,419,410,368,Barley
26,114,36,368,277,36,chile
22,291,74,414,146,160,Rice
13,150,83,539,277,67,Tomato
21,69,58,435,110,212,Wheat
15,48,68,412,451,244,Barley
18,105,36,396,191,40,chile
23,324,62,412,143,295,Rice
14,68,87,533,270,112,Tomato
23,78,56,428,221,282,Wheat
12,40,67,427,357,374,Barley
23,119,34,304,328,26,chile
23,258,62,404,105,187,Rice
15,61,85,489,212,295,Tomato
21,83,50,439,180,234,Wheat
26,44,62,383,335,344,Barley
24,82,40,333,274,31,chile
26,260,76,422,172,270,Rice
15,135,88,569,259,41,Tomato
22,73,56,409,303,223,Wheat
5,42,69,425,321,358,Barley
19,115,40,387,227,24,chile
24,200,68,391,56,279,Rice
13,150,84,587,280,294,Tomato
22,41,60,426,384,205,Wheat
14,41,65,390,293,318,Barley
22,84,39,305,216,25,chile
26,225,69,402,258,331,Rice
15,70,81,531,208,198,Tomato
22,47,60,439,189,225,Wheat
17,49,66,404,435,268,Barley
